,id,identifier,csdRefcode,doi
boydwoo_str_m4_Al_o17_o23_acs_sym_96,6196cff3f8a517a48b6ccef4,qmof-5c10c69,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m5_Al_o11_o20_sra_sym_133,6196d019a6be6ad33899daaf,qmof-fb2fe7b,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Zn2O8N2-ADC_A_No22,6196d136f8a517a48b6ce6ff,qmof-4d635ee,,https://doi.org/10.1039/C9TA01752F
FOHMUM_FSR,6196d209f8a517a48b6cf3a3,qmof-1e78f2c,FOHMUM,https://doi.org/10.1039/C4RA04755A
boydwoo_str_m3_o2_o5_pcu_sym_93,6196cfcef8a517a48b6ccc33,qmof-0cbe617,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Al2O6-AZO_B-irmof10_B_No65,6196d0d6f8a517a48b6cdde1,qmof-13fccf0,,https://doi.org/10.1039/C9TA01752F
gmof_AlO6-AZO_A_No22,6196d111f8a517a48b6ce357,qmof-6afa476,,https://doi.org/10.1039/C9TA01752F
ONOVAP_FSR,6196cc72a6be6ad3389999d8,qmof-8539847,ONOVAP,https://doi.org/10.1002/zaac.200900346
LUTKES_FSR,6196cb6df8a517a48b6c8174,qmof-8636073,LUTKES,https://doi.org/10.1039/C5CE01423A
boydwoo_str_m3_o16_o22_pcu_sym_220,6196cfb2f8a517a48b6cca43,qmof-f311c6d,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m4_Al_o2_o6_acs_sym_118,6196d01ff8a517a48b6cd1fc,qmof-d71e4e0,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m3_o7_o11_pcu_sym_250,6196d022f8a517a48b6cd23d,qmof-48d7079,,https://doi.org/10.24435/materialscloud:2018.0016/v3
core_QOMRUH_freeONLY,6196d0c0a6be6ad33899e4b3,qmof-be1b43d,QOMRUH,
NARRUW_FSR,6196d215a6be6ad33899f87f,qmof-d8a055c,NARRUW,https://doi.org/10.1039/C7DT00215G
gmof_Al2O6-BDC_B-irmof10_B_No73,6196d0eff8a517a48b6cdfe4,qmof-87d1c3f,,https://doi.org/10.1039/C9TA01752F
KUTNIY_FSR,6196cae9f8a517a48b6c7843,qmof-999122e,KUTNIY,https://doi.org/10.1002/chem.201502648
gmof_CuN4-SiF6-DPAC_No10,6196d11af8a517a48b6ce448,qmof-0d2f6a6,,https://doi.org/10.1039/C9TA01752F
core_ZISYAD_freeONLY,6196d0e6a6be6ad33899e759,qmof-2c0fa92,ZISYAD,
gmof_Zn2O8N2-ADC_A-DPAC_A_No320,6196d15ba6be6ad33899eebe,qmof-94e212d,,https://doi.org/10.1039/C9TA01752F
BAXHEP_FSR,6196c763a6be6ad338994329,qmof-99e4b8e,BAXHEP,https://doi.org/10.1021/ic202655d
FUFROO_FSR,6196c947f8a517a48b6c5c9e,qmof-566780e,FUFROO,https://doi.org/10.1021/cg801321e
boydwoo_str_m5_Al_o8_o8_sra_sym_76,6196d035a6be6ad33899dcf8,qmof-852950b,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m3_o4_o7_pcu_sym_199,6196cffbf8a517a48b6ccf71,qmof-c05dfdb,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Zn2O8N2-DPAC_A-irmof14_A_No783,6196d156f8a517a48b6ce93e,qmof-2556db0,,https://doi.org/10.1039/C9TA01752F
gmof_Zn2O8-ADC_A-irmof7_A_No1096,6196d149a6be6ad33899ed98,qmof-53fe88d,,https://doi.org/10.1039/C9TA01752F
gmof_Al2O6-irmof20_B-irmof7_B_No316,6196d10cf8a517a48b6ce2ea,qmof-3b6e003,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m3_o18_o28_pcu_sym_92,6196cfb3a6be6ad33899d2f0,qmof-c5e28ee,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Uio66Zr-BDC_A-irmof6_A_No58,6196d13df8a517a48b6ce786,qmof-155c782,,https://doi.org/10.1039/C9TA01752F
EMIQOG_FSR,6196c8c2a6be6ad338995ab7,qmof-3a50fd2,EMIQOG,https://doi.org/10.1107/S0108768103029136
boydwoo_str_m3_o1_o23_nbo_sym_66,6196cfbcf8a517a48b6ccae1,qmof-5be9d77,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m3_o3_o17_pcu_sym_86,6196cfe5f8a517a48b6cce13,qmof-764dc05,,https://doi.org/10.24435/materialscloud:2018.0016/v3
NEBVEY_FSR,6196cbf6f8a517a48b6c897a,qmof-e11462d,NEBVEY,https://doi.org/10.1016/j.jinorgbio.2017.07.024
MOF-5_cooh_2_1175_1,6196cb83a6be6ad3389986d2,qmof-cb3237c,,https://doi.org/10.1021/jp401920y
SARSUC_FSR,6196cdb8f8a517a48b6ca525,qmof-394c590,SARSUC,
boydwoo_str_m5_Al_o26_o26_sra_sym_109,6196d046a6be6ad33899de35,qmof-dccc442,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m3_o4_o14_pcu_sym_197,6196cfeda6be6ad33899d771,qmof-3df48c9,,https://doi.org/10.24435/materialscloud:2018.0016/v3
CUSQOX_FSR,6196c811f8a517a48b6c465a,qmof-8707b97,CUSQOX,https://doi.org/10.1021/cg901182c
VAZHOW_FSR,6196d246a6be6ad33899fbb0,qmof-f2c9734,VAZHOW,https://doi.org/10.1021/acs.chemmater.7b02417
gmof_Zn2O8N2-ADC_A-AZO_A_No588,6196d157a6be6ad33899ee82,qmof-5a7d030,,https://doi.org/10.1039/C9TA01752F
gmof_Uio66Zr-irmof10_A-irmof14_A_No145,6196d128a6be6ad33899eb9d,qmof-4a96ec6,,https://doi.org/10.1039/C9TA01752F
gmof_AlO6-irmof10_A_No5,6196d0faa6be6ad33899e91d,qmof-e6cf94f,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m3_o3_o18_pcu_sym_183,6196cfe6f8a517a48b6cce26,qmof-abb0c43,,https://doi.org/10.24435/materialscloud:2018.0016/v3
QUVBOZ_FSR,6196cd67f8a517a48b6c9f8f,qmof-0eb9cc3,QUVBOZ,https://doi.org/10.1021/cg900416v
gmof_Zn2O8N2-BDC_A-irmof10_A_No86,6196d14bf8a517a48b6ce883,qmof-e5b19b5,,https://doi.org/10.1039/C9TA01752F
BOQSUW01_FSR,6196c78ef8a517a48b6c3e48,qmof-1aa1ca3,BOQSUW01,https://doi.org/10.1016/j.cclet.2008.01.020
boydwoo_str_m3_o2_o3_pcu_sym_117,6196cfccf8a517a48b6ccc16,qmof-b4945bb,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m7_Zn_o11_o11_bcu_sym_64,6196d03ca6be6ad33899dd80,qmof-938aa79,,https://doi.org/10.24435/materialscloud:2018.0016/v3
FUNBEW_FSR,6196d220f8a517a48b6cf501,qmof-637e6e5,FUNBEW,https://doi.org/10.1021/ja909519e
CUTVET_FSR,6196c81df8a517a48b6c4746,qmof-5d291cb,CUTVET,https://doi.org/10.1039/c0cc01042a
boydwoo_str_m3_o3_o16_pcu_sym_139,6196cfe2f8a517a48b6ccdd8,qmof-bbebea0,,https://doi.org/10.24435/materialscloud:2018.0016/v3
core_FORKUU_freeONLY,6196d07ba6be6ad33899e0fd,qmof-697208e,FORKUU,
VEJYUV03_FSR,6196ce88f8a517a48b6cb4d8,qmof-ba54277,VEJYUV03,https://doi.org/10.1039/c1cc11985k
boydwoo_str_m3_o16_o29_pcu_sym_101,6196cfb7f8a517a48b6cca93,qmof-fd6acbe,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m1_o5_o9_pcu_sym_33,6196cf8ea6be6ad33899cf3c,qmof-263fad6,,https://doi.org/10.24435/materialscloud:2018.0016/v3
ELESOE_FSR,6196c8a3a6be6ad338995889,qmof-e8a0b3c,ELESOE,https://doi.org/10.1002/zaac.201000216
UWUTIQ_FSR,6196ce5ea6be6ad33899bc59,qmof-cd2e621,UWUTIQ,https://doi.org/10.1002/chem.201100350
SIWHOY_FSR,6196cdd0a6be6ad33899b278,qmof-8b2988d,SIWHOY,https://doi.org/10.1039/C8TA08016J
boydwoo_str_m3_o23_o28_pcu_sym_68,6196cfc3a6be6ad33899d460,qmof-e647695,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Al2O6-fum_B-irmof7_B_No146,6196d0e9f8a517a48b6cdf3f,qmof-6ae3b12,,https://doi.org/10.1039/C9TA01752F
ROSGAJ_FSR,6196cd7da6be6ad33899ac8d,qmof-b78043f,ROSGAJ,https://doi.org/10.1039/C4CE01388C
boydwoo_str_m5_Al_o18_o23_sra_sym_52,6196d03da6be6ad33899dd8b,qmof-8a528fd,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m3_o6_o23_pcu_sym_3,6196d016f8a517a48b6cd15b,qmof-0d33b0c,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m3_o3_o7_pcu_sym_168,6196cfdba6be6ad33899d61e,qmof-7fab52b,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_CuN4-SiF6-AZO_No3,6196d118f8a517a48b6ce419,qmof-b6ee5ae,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m5_Al_o3_o6_sra_sym_85,6196d031f8a517a48b6cd2f9,qmof-976eddf,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Al2O6-AZO_B-irmof7_B_No436,6196d0e1f8a517a48b6cde98,qmof-c81c070,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m1_o26_o26_pcu_sym_75,6196cf90f8a517a48b6cc886,qmof-b2c1af9,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Al2O6-AZO_B-irmof7_B_No278,6196d0e0f8a517a48b6cde8d,qmof-912bab6,,https://doi.org/10.1039/C9TA01752F
FENBUW_FSR,6196d1f6a6be6ad33899f65c,qmof-73b30fd,FENBUW,https://doi.org/10.1016/j.inoche.2004.11.008
gmof_Zn2O8N2-ADC_A-irmof7_A_No26,6196d132f8a517a48b6ce6a4,qmof-431f8cc,,https://doi.org/10.1039/C9TA01752F
gmof_Zn4O13-BDC_A-irmof20_A_No520,6196d289f8a517a48b6cfc34,qmof-f943c85,,https://doi.org/10.1039/C9TA01752F
ZIGQOY_FSR,6196cf6df8a517a48b6cc65d,qmof-a0704ae,ZIGQOY,https://doi.org/10.1002/asia.201800754
boydwoo_str_m1_o1_o22_pcu_sym_198,6196cf83f8a517a48b6cc7d7,qmof-896109e,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_ZnN4-SiF6-DPAC_No10,6196d16ef8a517a48b6ceae2,qmof-ba030f6,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m7_Zn_o10_o22_bcu_sym_110,6196d036a6be6ad33899dd05,qmof-b223836,,https://doi.org/10.24435/materialscloud:2018.0016/v3
IJODES_FSR,6196ca0da6be6ad338996db3,qmof-4d33be9,IJODES,https://doi.org/10.1071/CH15185
gmof_Al2O6-ADC_B-BDC_B_No241,6196d0e9a6be6ad33899e7a4,qmof-334c891,,https://doi.org/10.1039/C9TA01752F
HACWIR02_FSR,6196c9bba6be6ad338996804,qmof-0fcda30,HACWIR02,
core_OTOVAW_freeONLY,6196d099a6be6ad33899e25a,qmof-e577f8a,OTOVAW,
boydwoo_str_m3_o18_o26_pcu_sym_242,6196cfafa6be6ad33899d28c,qmof-1590633,,https://doi.org/10.24435/materialscloud:2018.0016/v3
POLYEW_FSR,6196cce2f8a517a48b6c9616,qmof-c3bd46e,POLYEW,https://doi.org/10.1039/C4CE01635A
boydwoo_str_m3_o7_o23_pcu_sym_58,6196cff6a6be6ad33899d804,qmof-7616aac,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m5_Al_o16_o27_sra_sym_32,6196d031a6be6ad33899dc9a,qmof-ef3bfd6,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m3_o8_o16_pcu_sym_15,6196d008a6be6ad33899d974,qmof-7a622fb,,https://doi.org/10.24435/materialscloud:2018.0016/v3
TAFCIO01_FSR,6196ce13a6be6ad33899b75a,qmof-7960965,TAFCIO01,https://doi.org/10.1039/c2ce06563k
core_FUNGAY_freeONLY,6196d080a6be6ad33899e12f,qmof-c587782,FUNGAY,
SUFPAM_FSR,6196cde5a6be6ad33899b3f6,qmof-a12006c,SUFPAM,https://doi.org/10.1002/zaac.201400413
gmof_Zn4O13-BDC_A-DPAC_A_No714,6196d180f8a517a48b6cec37,qmof-4566a23,,https://doi.org/10.1039/C9TA01752F
gmof_Al2O6-DPAC_B-irmof7_B_No594,6196d0f0a6be6ad33899e846,qmof-7559c55,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m3_o1_o24_nbo_sym_153,6196cfbdf8a517a48b6ccaf4,qmof-914ea4d,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Al2O6-BDC_B_No6,6196d0dda6be6ad33899e6a5,qmof-3ed2303,,https://doi.org/10.1039/C9TA01752F
gmof_Zn2O8N2-DPAC_A-irmof14_A_No433,6196d154f8a517a48b6ce921,qmof-698c70f,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m1_o4_o14_pcu_sym_152,6196cf94f8a517a48b6cc8a9,qmof-cae0a18,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m3_o18_o21_pcu_sym_112,6196cfaaa6be6ad33899d1f7,qmof-efc4f62,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Al2O6-fum_B-irmof7_B_No151,6196d0e9f8a517a48b6cdf48,qmof-3e18738,,https://doi.org/10.1039/C9TA01752F
CIDWUJ_FSR,6196c7d6f8a517a48b6c4271,qmof-ec89e84,CIDWUJ,https://doi.org/10.1002/chem.201301744
UTEMAJ_FSR,6196d240a6be6ad33899fb43,qmof-6e4f021,UTEMAJ,https://doi.org/10.1016/j.inoche.2016.06.022
ETIXEM_FSR,6196c8dcf8a517a48b6c5402,qmof-52d6820,ETIXEM,https://doi.org/10.1021/acscentsci.6b00168
DUWBAA_FSR,6196c87ca6be6ad338995674,qmof-274593f,DUWBAA,https://doi.org/10.1016/j.molstruc.2015.11.020
boydwoo_str_m4_Al_o2_o6_acs_sym_199,6196d020f8a517a48b6cd210,qmof-3c935c8,,https://doi.org/10.24435/materialscloud:2018.0016/v3
PUFWEU_FSR,6196ccd5a6be6ad33899a0e0,qmof-78f271f,PUFWEU,https://doi.org/10.1002/chem.201405395
DIMBUY_FSR,6196c844a6be6ad3389952f8,qmof-f50d129,DIMBUY,https://doi.org/10.1016/j.jssc.2013.03.035
SARTAJ_FSR,6196cdb9f8a517a48b6ca52e,qmof-8ada83c,SARTAJ,
IXEBIW_FSR,6196ca63f8a517a48b6c6f42,qmof-b3d9e07,IXEBIW,https://doi.org/10.1016/j.ica.2003.12.039
AKEGUT_FSR,6196d1e0a6be6ad33899f4ea,qmof-08c1883,AKEGUT,https://doi.org/10.1107/S0108270110046950
BAXHIT_FSR,6196c764a6be6ad338994336,qmof-5cb2fe5,BAXHIT,https://doi.org/10.1021/ic202655d
boydwoo_str_m3_o22_o22_nbo_sym_281,6196cfdff8a517a48b6ccdaa,qmof-2d86fa0,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m3_o8_o11_pcu_sym_49,6196d004a6be6ad33899d916,qmof-4ba8a8c,,https://doi.org/10.24435/materialscloud:2018.0016/v3
NABCIE_FSR,6196d206a6be6ad33899f76f,qmof-7aeed39,NABCIE,https://doi.org/10.1021/ic100853h
gmof_Al2O6-BDC_B-irmof7_B_No146,6196d0cca6be6ad33899e55e,qmof-ea6eb95,,https://doi.org/10.1039/C9TA01752F
MICMAN_FSR,6196cb8af8a517a48b6c837c,qmof-f32cf71,MICMAN,https://doi.org/10.1002/chem.200501067
gmof_Zn2O8-AZO_A-irmof7_A_No839,6196d14ea6be6ad33899edf1,qmof-93008c0,,https://doi.org/10.1039/C9TA01752F
FUNLEH_FSR,6196c91da6be6ad338995eee,qmof-5e76961,FUNLEH,https://doi.org/10.1038/ncomms8954
boydwoo_str_m4_Al_o6_o20_acs_sym_262,6196d028f8a517a48b6cd29c,qmof-14064a5,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m3_o16_o22_pcu_sym_55,6196cfb3f8a517a48b6cca5c,qmof-cec6418,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Zn2O8N2-AZO_A-irmof7_A_No168,6196d141f8a517a48b6ce7d1,qmof-2331794,,https://doi.org/10.1039/C9TA01752F
gmof_Zn2O8N2-AZO_A-irmof20_A_No376,6196d140f8a517a48b6ce7bd,qmof-3366fb1,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m7_Zn_o20_o21_bcu_sym_93,6196d23aa6be6ad33899fae9,qmof-03e3842,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Zn2O8N2-DPAC_A-irmof8_A_No452,6196d162f8a517a48b6cea11,qmof-94979df,,https://doi.org/10.1039/C9TA01752F
TEXXOL_FSR,6196ce0cf8a517a48b6cab13,qmof-9444e9b,TEXXOL,https://doi.org/10.1134/S1070328412110036
gmof_Al2O6-DPAC_B-irmof7_B_No382,6196d0f0a6be6ad33899e83d,qmof-f121f0b,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m1_o10_o12_pcu_sym_143,6196cf7ba6be6ad33899cd98,qmof-413599e,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m1_o13_o18_pcu_sym_253,6196d25bf8a517a48b6cf938,qmof-2831c65,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Zn2O8-irmof14_A-irmof16_A_No82,6196d150a6be6ad33899ee0d,qmof-f82b5e3,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m3_o2_o26_pcu_sym_252,6196cfc7f8a517a48b6ccba8,qmof-4615dbd,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m3_o6_o9_pcu_sym_164,6196d01ef8a517a48b6cd1ec,qmof-ae6b8ab,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_AlO6-DPAC_A_No9,6196d12af8a517a48b6ce5f4,qmof-25d399e,,https://doi.org/10.1039/C9TA01752F
gmof_Uio66Zr-irmof10_A-irmof14_A_No373,6196d12fa6be6ad33899ebe0,qmof-02f3753,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m3_o4_o17_pcu_sym_246,6196cff1a6be6ad33899d7b4,qmof-7d881b1,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m3_o18_o19_pcu_sym_70,6196cfa8a6be6ad33899d1bb,qmof-9a71d60,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m1_o19_o23_pcu_sym_104,6196cf80f8a517a48b6cc7b2,qmof-d54006f,,https://doi.org/10.24435/materialscloud:2018.0016/v3
CUTDOM_FSR,6196c818f8a517a48b6c46eb,qmof-321595e,CUTDOM,
gmof_Al2O6-BDC_B-DPAC_B_No156,6196d0e6f8a517a48b6cdf01,qmof-58181db,,https://doi.org/10.1039/C9TA01752F
gmof_Zn4O13-BDC_A-DPAC_A_No940,6196d153a6be6ad33899ee3d,qmof-86482a0,,https://doi.org/10.1039/C9TA01752F
BAYQAU03_FSR,6196c769a6be6ad338994388,qmof-6abc890,BAYQAU03,https://doi.org/10.1021/ja401268g
GEVTEJ_FSR,6196c978a6be6ad338996437,qmof-ff00347,GEVTEJ,https://doi.org/10.1021/acs.inorgchem.8b00395
boydwoo_str_m1_o11_o14_pcu_sym_195,6196cf86a6be6ad33899ce81,qmof-40df442,,https://doi.org/10.24435/materialscloud:2018.0016/v3
VUWZEV_FSR,6196ce94f8a517a48b6cb5a8,qmof-ab539ca,VUWZEV,
gmof_Al2O6-AZO_B-irmof10_B_No178,6196d0d4f8a517a48b6cddb9,qmof-e660055,,https://doi.org/10.1039/C9TA01752F
MANLET_FSR,6196cb71f8a517a48b6c81c0,qmof-d5c7d8e,MANLET,https://doi.org/10.1002/anie.200461625
GEDLOS_FSR,6196c949a6be6ad338996114,qmof-d73dedf,GEDLOS,https://doi.org/10.1021/ic300235s
FEXVUA_FSR,6196c905a6be6ad338995dcc,qmof-22084e3,FEXVUA,https://doi.org/10.1016/j.ica.2004.07.029
PAJRUQ_FSR,6196cc95f8a517a48b6c90fc,qmof-f4d866b,PAJRUQ,https://doi.org/10.1021/jacs.6b11197
CEFDEY_FSR,6196c7b0f8a517a48b6c3fec,qmof-232c7dc,CEFDEY,https://doi.org/10.1107/S1600536812038755
boydwoo_str_m3_o18_o23_pcu_sym_73,6196cfada6be6ad33899d253,qmof-88780ef,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Zn4O13-irmof20_A-TED_A_No3,6196d18fa6be6ad33899f1a3,qmof-acb7f1c,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m1_o13_o18_pcu_sym_119,6196d25bf8a517a48b6cf92f,qmof-ad41715,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Zn4O13-BDC_A-DPAC_A_No1256,6196d16ef8a517a48b6ceae9,qmof-c4714cc,,https://doi.org/10.1039/C9TA01752F
NARQOP_FSR,6196d213a6be6ad33899f852,qmof-18c2abc,NARQOP,https://doi.org/10.1039/C7DT00215G
gmof_Al2O6-BDC_B-irmof7_B_No693,6196d0d9a6be6ad33899e663,qmof-14a36ed,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m3_o23_o26_pcu_sym_20,6196cfbea6be6ad33899d3e8,qmof-b8f1825,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m3_o2_o28_pcu_sym_81,6196cfcaf8a517a48b6ccbe4,qmof-29106ae,,https://doi.org/10.24435/materialscloud:2018.0016/v3
BAXJIV_FSR,6196c766a6be6ad338994360,qmof-a1f7295,BAXJIV,https://doi.org/10.1021/ic202655d
gmof_Zn4O13-irmof20_A-irmof6_A_No192,6196d199a6be6ad33899f234,qmof-772a696,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m4_Al_o17_o17_acs_sym_37,6196d01da6be6ad33899db07,qmof-f8203a5,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m1_o12_o21_pcu_sym_205,6196cf97a6be6ad33899d029,qmof-91ef893,,https://doi.org/10.24435/materialscloud:2018.0016/v3
MIVDON_FSR,6196cb9ba6be6ad338998877,qmof-1825bea,MIVDON,https://doi.org/10.1016/j.inoche.2019.02.036
boydwoo_str_m4_Al_o2_o25_acs_sym_217,6196d01cf8a517a48b6cd1ca,qmof-3e2b99e,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_AlO6-irmof6_A_No8,6196d106a6be6ad33899e9e5,qmof-5d89b9d,,https://doi.org/10.1039/C9TA01752F
VUWXUJ06_FSR,6196ce94f8a517a48b6cb59e,qmof-68488a6,VUWXUJ06,
boydwoo_str_m4_Al_o17_o23_acs_sym_174,6196d020a6be6ad33899db3a,qmof-d8e78b2,,https://doi.org/10.24435/materialscloud:2018.0016/v3
core_WIHWAN_freeONLY,6196d284f8a517a48b6cfbdf,qmof-2f226ec,WIHWAN,
boydwoo_str_m5_Al_o3_o23_sra_sym_8,6196d26bf8a517a48b6cfa7a,qmof-a827770,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m4_Al_o13_o21_acs_sym_47,6196d01ba6be6ad33899dadd,qmof-49df74b,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Al2O6-AZO_B-BDC_B_No91,6196d0cbf8a517a48b6cdd04,qmof-5e02b87,,https://doi.org/10.1039/C9TA01752F
HISGEX_FSR,6196c9d2f8a517a48b6c6529,qmof-e79aee6,HISGEX,https://doi.org/10.1021/cg400801s
boydwoo_str_m1_o13_o13_pcu_sym_201,6196cf9ba6be6ad33899d076,qmof-d38bd9e,,https://doi.org/10.24435/materialscloud:2018.0016/v3
BAXHOZ_FSR,6196c765a6be6ad338994340,qmof-ec5e968,BAXHOZ,https://doi.org/10.1021/ic202655d
boydwoo_str_m1_o1_o5_pcu_sym_3,6196cf86f8a517a48b6cc7fa,qmof-2b7dbda,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m5_Al_o21_o26_sra_sym_130,6196d03ca6be6ad33899dd79,qmof-bdc796a,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m3_o22_o29_pcu_sym_134,6196cfecf8a517a48b6cce88,qmof-93941e0,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m7_Zn_o4_o11_bcu_sym_82,6196d055f8a517a48b6cd538,qmof-c067488,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Al2O6-DPAC_B-fum_B_No78,6196d0dfa6be6ad33899e6d6,qmof-525ab7b,,https://doi.org/10.1039/C9TA01752F
CAGVOY_FSR,6196c7a9a6be6ad338994827,qmof-bc655cb,CAGVOY,https://doi.org/10.14102/j.cnki.0254-5861.2011-1150
boydwoo_str_m3_o12_o21_pcu_sym_116,6196cfa8a6be6ad33899d1cd,qmof-3993bd4,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m1_o10_o18_pcu_sym_217,6196cf7fa6be6ad33899cdef,qmof-79f4fee,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m3_o1_o5_nbo_sym_61,6196cfd0f8a517a48b6ccc6a,qmof-f226470,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Al2O6-BDC_B-irmof6_B_No61,6196d0cba6be6ad33899e54c,qmof-2c52fd4,,https://doi.org/10.1039/C9TA01752F
gmof_AlO6-mof177-N_No29,6196d10da6be6ad33899ea53,qmof-edeb34a,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m3_o7_o28_pcu_sym_133,6196cffca6be6ad33899d87f,qmof-14d6317,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m3_o3_o27_pcu_sym_25,6196cfd4a6be6ad33899d5b0,qmof-1ee7828,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_Al2O6-irmof20_B-irmof7_B_No301,6196d10cf8a517a48b6ce2cf,qmof-4410553,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m3_o1_o4_nbo_sym_109,6196cfccf8a517a48b6ccc11,qmof-98b30ec,,https://doi.org/10.24435/materialscloud:2018.0016/v3
gmof_AlO6-irmof6_A_No18,6196d104a6be6ad33899e9c2,qmof-4315d6e,,https://doi.org/10.1039/C9TA01752F
gmof_Zn4O13-irmof20_A-irmof6_A_No186,6196d198a6be6ad33899f22a,qmof-ccd0017,,https://doi.org/10.1039/C9TA01752F
boydwoo_str_m3_o4_o22_pcu_sym_260,6196cffda6be6ad33899d899,qmof-0b496b6,,https://doi.org/10.24435/materialscloud:2018.0016/v3
core_EQOCES01_freeONLY,6196d063a6be6ad33899dfea,qmof-882e145,EQOCES01,
gmof_Zn2O8N2-DPAC_A-irmof14_A_No225,6196d153f8a517a48b6ce904,qmof-3926452,,https://doi.org/10.1039/C9TA01752F
gmof_Al2O6-BDC_B-DPAC_B_No147,6196d0e6f8a517a48b6cdefa,qmof-5018ab0,,https://doi.org/10.1039/C9TA01752F
core_GITTOT01_manual,6196d089a6be6ad33899e19d,qmof-444b94b,GITTOT01,
boydwoo_str_m3_o26_o27_pcu_sym_165,6196cfd5a6be6ad33899d5b5,qmof-6ebc141,,https://doi.org/10.24435/materialscloud:2018.0016/v3
boydwoo_str_m5_Al_o7_o20_sra_sym_55,6196d04ef8a517a48b6cd4d0,qmof-3438d5e,,https://doi.org/10.24435/materialscloud:2018.0016/v3
